id,concepts
W4293475752,"['material removal rate', 'surface roughness', 'stainless steel 304', 'wire cut electrical discharge machining', 'electrical discharge machining', 'machining conductive parts', 'conductive parts', 'high-end applications', 'aerospace', 'automotions', 'automobile', 'medical devices', 'industrial sectors', 'wire speed', 'wire tension', 'discharge current', 'dielectric flow rate', 'pulse on and off time', 'machining tension', 'surface finishing']"
W4294976051,"['design and fabrication', 'flexible nanoantenna-based sensor', 'nanoantenna-based sensor', 'flexible sensor', 'graphene-coated carbon cloth', 'carbon cloth', 'carbon nanomaterial', 'chemical property', 'physical property', 'nanodiamond', 'graphene', 'carbon nanotube', 'electrode', 'hydrogen storage element', 'composite material', '5 gHz graphene nanoantenna', 'graphene nanoantenna', 'nanotechnology', 'electromagnetic desktop software', 'desktop software', 'voltage standing wave ratio', 'wave ratio', 'three-dimensional radiation pattern', 'radiation pattern', 'directivity', 'dielectric', 'copper sheet', 'patch', 'ground', 'vector network analyzer', 'network analyzer', 'transmission range']"
W4302760180,"['experimental analysis', 'geopolymer concrete', 'sustainable concrete', 'eco-friendly concrete', 'durable concrete', 'high-strength concrete', 'geopolymer', 'pozzolanic material', 'physical property', 'chemical property', 'mechanical property', 'concrete mix design', 'setting time', 'density', 'drying shrinkage', 'compressive strength', 'splitting tensile strength', 'flexural strength', 'elastic modulus', 'poisson ratio', 'thermal stability', 'embodied energy', 'bulk level cost reduction']"
W4313417497,"['concrete ushaped shear wall', 'ushaped shear wall', 'seismic performance', 'load-bearing performance', 'load-bearing', 'finite element model', 'abaqus software', 'numerical simulation', 'damage forms', 'load-carrying capacity', 'shear walls', 'ushaped sections']"
W1148400608,"['nanosized nikof2 addition', 'nikof2', 'transport critical current density', 'critical current density', 'ag sheathed superconductor tape', 'superconductor tape', 'bi1.6pbl0.4srau3o10', 'pbl0.4srau3o10', 'srau3o10', 'nikof2 addition', 'magnetic field', 'flux pinning center', 'neel temperature', 'antiferromagnetic nikof2', 'antiferromagnetic', 'flux line network interaction', 'flux line network', 'superconductor']"
W1488896768,"['deformation fracture', 'fissured rock', 'tunnel', 'true triaxial unload', 'triaxial unload', 'underground rock mass', 'tunnel excavation', 'rock structure', 'crack behavior', 'concrete specimen', 'inclined cracks', 'inclination', 'stress-strain behavior', 'failure property', 'brittle stress drop', 'uniaxial compression test', 'finite element method']"
W1511844311,"['surface effect', 'diffraction', 'elastic wave', 'stress concentration', 'cylindrical nanohole', 'nanohole', 'quadrate shape', 'multiple scattering', 'elastic wave scattering', 'nanosized cylindrical hole', 'surface elasticity theory', 'displacement potential method', 'wave functions expansion method', 'multiple scattering field', 'dynamic stress concentration']"
W1529916919,"['wma additive', 'rheological property', 'asphalt binder', 'high temperature performance grade', 'high temperature', 'grade', 'sasobit additive', 'additive dosage', 'aging effect', 'binding interaction', 'viscosity', 'critical temperature', 'improvement', 'one grade']"
W1540000135,"['microstructure', 'thermal conductivity', 'pressureless infiltrated composite', 'infiltrated composite', 'electroless plating', 'nickel coating', 'silicon carbide particle', 'electroless plating process', 'morphology', 'phase structure', 'coating', 'pressureless infiltration', 'thermal conductivity analysis', 'three-dimensional video microscope', 'scanning electron microscope', 'energy-dispersive x-ray spectroscopy', 'x-ray diffraction microscope', 'finite-element']"
W1544809634,"['moisture diffusion', 'cured concrete slab', 'concrete slab', 'curing', 'early age concrete', 'concrete', 'relative humidity distribution', 'mixture proportion', 'curing method', 'air curing', 'water curing', 'membrane-forming compound', 'compound curing', 'sealed condition', 'one-dimensional non-linear moisture diffusion partial differential equation', 'moisture diffusion partial differential equation', 'diffusion', 'fick's second law', 'genetic algorithm', 'rwc reduction rate', 'self-desiccation', 'water-to-cement ratio', 'w/c ratio', 'self-desiccation effect', 'diffusion effect', 'rwc reduction effect', 'concrete slab', 'moisture diffusion inside concrete slabs', 'concrete slabs', 'curing', 'time-dependent relative humidity distribution', 'relative humidity distribution', 'mixture proportion', 'curing method']"
