id,concepts
W2512414718,"['outdoor exposure', 'strength distribution', 'oriented strand board', 'osb', 'particle board', 'wood-based panels', 'strength tests', 'specimens', 'field testing site', 'forestry and forest products research institute', 'forestry', 'forest products', 'adhesion degradation', 'spring back', 'spot adhesion degradation model', 'spot adhesion', 'surface layer', 'effective spots', 'tear off', 'water infiltration', 'osb surface', 'wood-based panels degradation', 'degradation', 'spring back restriction']"
W36651692,"['shot-peening', 'shot-peen', 'fatigue strength', 'fatigue crack', 'surface morphology', 'subsurface', 'shot-peened specimen', 'shot-peening effect', 'residual stress distribution', 'fatigue limit']"
W598818103,"['shear-through-thickness property', 'wood-based panel', 'two-rail shear', 'shear', 'edgewise shear', 'shear strength', 'shear modulus', 'rigidity', 'particleboard', 'softwood plywood', 'oriented strand board', 'structural material', 'housing', 'particleboard property', 'softwood plywood property', 'oriented strand board property', 'bending property', 'strand alignment', 'layer structure', 'wire-strain gauge', 'strain gauge', 'gauge', 'trs test', 'ews test', 'strain', 'gauge']"
W1966383538,"['volume expansion', 'transformation plasticity', 'transformation', 'ferrite transformation', 'martensite transformation', 'steel', 'invar alloy', 'carbon steel', 'diffusive transformation', 'non-diffusive transformation', 'leblond', 'yield stress', 'mother phase', 'transformation plastic coefficient', 'proportional relationship', 'magee effect', 'selective martensite variant', 'greenwood-johnson effect', 'martensite transformation']"
W1976920628,"['in situ stress measurement', 'bond coating', 'high temperature', 'high-energy synchrotron x-ray', 'high-energy synchrotron', 'x-ray', 'spring-8', 'microstructural information', 'penetration depth', 'internal stress', 'bond coating', 'thermal barrier coatings', 'thermal barrier', 'coatings', 'furnace', 'in-situ stress measurement', 'tbc', 'beam line bl02b1', 'ni3al-311 diffraction', 'diffraction', 'stress determination', 'tensile stress', 'softening', 'bond coat', 'thermal mismatch', 'expansion']"
W1977205015,"['cure monitoring', 'resin', 'refractive index', 'single-mode optical fiber', 'optical fiber', 'fresnel reflection', 'fiber end', 'refractive index measurement', 'epoxy resin', 'cure process', 'resin cure', 'thermal analysis', 'differential scanning calorimeter', 'calorimeter']"
W1987379617,"['strain scanning method', 'stress measurement', 'austenitic stainless steel', 'stainless steel', 'sus304l', 'gauge volume', 'grain size', 'oscillation method', 'in-plane rotation', 'out-of-plane tilt', 'translation', 'accurate measurement', 'shot-peened austenitic stainless steel', 'shot-peening', 'stress']"
W1987561616,"['fatigue strength', 'adhesive joint', 'interfacial fracture mechanic', 'fatigue test', 'single lap adhesive joint', 'adhesive', 'thin mild steel plate', 'steel plate', 'elastostatic analysis', 'boundary element analysis', 'stress distribution', 'stress intensity factor', 'extrapolation method', 'fatigue strength evaluation']"
W1989330719,"['thermal mechanical fatigue testing machine', 'thermal mechanical fatigue', 'solders', 'fatigue testing machine', 'low cycle fatigue', 'creep', 'fatigue', 'thermal mechanical fatigue testing', 'testing machine', 'temperature applicable to solders', 'solder', 'thermal mechanical fatigue life', 'low cycle fatigue life', 'fatigue life']"
W1990177777,"['surface aberration', 'strain scanning method', 'analyzer', 'diffraction angle', 'gauge volume', 'speccimen surface', 'strain scanning', 'ge111 analyzer', 'annealed specimen', 'shift in diffraction angle', 'diffraction angle shift', 'centroid difference', 'x-ray penetration depth', 'x-ray', 'double receiving slit', 'receiving slit', 'shot-peened specimen', 'residual stress']"
