id,concepts
W2375675494,"['preparation', 'pt inter-media', 'inter-media', 'effects of inter-media', 'inter-media', 'ti-substrate iro-2 ta-2o-5 coating anode', 'ti-substrate', 'iro-2', 'ta-2o-5', 'coating anode', 'passivation speed', 'scanning electron microscope', 'morphology', 'cohesion', 'accelerated-life test', 'accelerated-life', 'electrochemistry property', 'longest service life', 'best performance']"
W2375678648,"['preparation', 'cpc', 'carried by eucommia ulmoides oliv. extracts', 'eucommia ulmoides oliv. extracts', 'chinese medicine', 'bone growth stimulation', 'bone growth', 'bone-repaired material', 'physicochemical features', 'compression strength', 'set time', 'pH value', 'incorporation', 'eucommia ulmoides oliv. extracts', 'chinese medicine', 'bone growth stimulation']"
W2375685856,"['magnetic field', 'structures and performances', 'photocatalyst', 'fe-3+', 'tio2', 'photocatalysts', 'photocatalytic decomposition', 'methyl orange solution', 'ultraviolet radiation', 'fiiirxrdsem', 'pl', 'crystallization', 'catalyze performance', 'magnetic field effects']"
W2375702846,"['tib2 coatings', 'radio-frequency magnetron sputtering', 'magnetron sputtering', 'sputtering', 'steel substrate', 'silicon substrate', 'cross-section morphology', 'microstructure', 'chemical states', 'coatings', 'field emission scanning electron microscopy', 'electron microscopy', 'glancing angle x-ray diffraction', 'x-ray diffraction', 'x-ray photoelectron spectroscopy', 'photoelectron spectroscopy', 'micro-hardness', 'residual stresses', 'coatings properties']"
W2375750706,"['numerical simulation', 'thermal conductivity', 'graphite/ptfe composite', 'graphite/ptfe', 'finite element numerical simulation', 'finite element', 'simulation model', 'ansys parametric fe technology', 'ansys', 'parametric fe technology', 'fe technology', 'thermal conductivity design', 'graphite/ptfe composites']"
W2375763342,"['one dimensional nanoscale carbons', 'nanocarbons', 'bamboo based porous carbon', 'porous carbon', 'xylene', 'carbon source', 'ferrocene', 'ferric chloride', 'catalyst', 'cvd method', 'morphology', 'structure', 'surface area', 'sem', 'tem', 'nitrogen adsorption analyzer', 'adsorption analyzer', 'one dimensional nanoscale carbons growth', 'nanoscale carbons growth']"
W2375764062,"['pvbbinder', 'ceramic injection molding', 'injection molding', 'debinding process', 'thermo debinding', 'al_2o_3 feedstock', 'binders', 'rheology', 'tga']"
W2375797865,"['mechanical property', 'mechanical', 'composite', 'xd method', 'altiO_2-b system', 'altiO_2', 'tiO_2', 'xd exothermic dispersion method', 'xd dispersion method', 'xd', 'strengthening mechanism', 'particulate', 'mole rate', 'b/tio_2', 'distribution', 'inorowan mode', 'dislocation plug']"
W2375842524,"['micro strength analysis', '3d 4-directional braided composites', '4-directional braided composites', 'braided composites', 'large braiding angle', 'braiding angle', 'mechanical property', '3d braided composites', 'cracks forms', 'uniaxial tensile loading', 'tensile loading', 'tensile stress-strain curves', 'stress-strain curves', 'homogenization formulation', 'micro-stress', 'finite element method', 'micro-stress distribution', 'failure of the structure', 'tensile strength', 'structure failure']"
W2375844486,"['porous sound-absorbing material', 'sound-absorbing material', 'sound absorption', 'material', 'porous material', 'absorption', 'manufacture process', 'performance', 'properties', 'usage', 'research', 'foamed metal aluminium', 'foamed plastics', 'foamed glass', 'compound foamed material']"
W2375855254,"['silicone carbon boron nitride ceramic matrix composite', 'ceramic matrix composite', 'in-situ reaction', 'in-situ synthetic reaction', 'sintering temperature', 'sioc and bn particle', 'nano-sized sioc', 'additive', 'flexural strength', 'fracture toughness', 'b60 specimen', 'elastic modulus', 'hardness', 'intragranular fracture', 'intergranular fracture']"
W2375858927,"['sulfuric acid corrosion', 'stress states', 'steel fiber reinforced concrete', 'steel fiber', 'reinforced concrete', 'spun-cast method', 'lateral compression test', 'compression test', 'tensile stress', 'erosion damage', 'elastic modulus', 'steel fiber concrete', 'sulfate radical content', 'neutralization depth', 'forecast model']"
W2375860501,"['reinforcement', 'epoxy resin', 'aminated silica-encapsulated carbon nanotube', 'carbon nanotube', 'silica-encapsulated carbon nanotube', 'carbon nanotubes', 'epoxy resin matrix', 'multi-walled carbon nanotube', 'carbon nanotube surface modification', 'ethanol solution of koh', 'koh', 'silica encapsulation', 'stber method', 'silane coupling agent', 'amino group', 'fourier transform infrared spectroscopy', 'fourier transform', 'infrared spectroscopy', 'scanning electron microscopy', 'optical microscopy', 'tensile strength', 'impact strength', 'modulus', 'surface modification', 'nanotube surface modification', 'high performance epoxy nanocomposites']"
W2375874448,"['high performance concrete', 'concrete', 'working performance', 'durability', 'mechanical property', 'structural material', 'road and bridge construction', 'road construction', 'bridge construction', 'construction']"
W2375894658,"['phase change material', 'thermal conductivity', 'enhanced thermal conductivity', 'thermal energy storage', 'energy shortage', 'environment protection', 'healthy living environment', 'solar thermal power generation', 'industrial process heat use', 'waste heat recovery', 'phase change material defect', 'thermal conductivity defect', 'easy container corrosion', 'container corrosion', 'composite formation', 'metal addition', 'ceramic addition', 'carbonaceous nanomaterial addition', 'nanomaterial addition', 'progress in phase change materials', 'enhanced thermal conductivity improvement']"
W2375898597,"['mechanical property', 'damping property', 'vitreous floss', 'sandwich core', 'metal composite roof panel', 'large-span structure', 'tensile strength', 'compressive strength', 'elastic modulus', 'poisson ratio', 'laminate direction', 'fiber direction', 'vibrating beam method', 'vibrating beam', 'loss factor', 'high damping material', 'modal strain energy method', 'modal loss factor', 'glass fiber sandwich composite metal roof panel', 'wind vibration calculation', 'large span structures', 'rigid panel']"
