id,concepts
W2071297992,"['polarization', 'duplex stainless steel', 'stainless steel', 'weld metal', 'chloride solution', 'scc susceptibility', 'service failure', 'accident', 'duplex stainless steel structure', 'duplex phase', 'electro-chemical computer simulation', 'simulation', 'solidification mode', 'weld metal solidification', 'solidification', 'keying effect', 'noble potential', 'cathodic protection', 'high resistance', 'scc']"
W2075700524,"['viscoelastic behavior', 'granite', 'homogenization analysis', 'homogenization', 'rock-forming mineral', 'discontinuous joint', 'grain boundary', 'microcrack', 'geophysics', 'geotechnical engineering', 'underground space development', 'uniaxial compressive test', 'compressive test', 'relaxation test', 'physical property', 'viscoelastic behavior', 'granite', 'homogenization method', 'viscoelastic', 'joint']"
W2076794904,"['superplasticizer', 'mixing time', 'mixing temperature', 'cement content', 'high-volume fly ash concrete', 'fly ash concrete', 'concrete', 'slump', 'air content', 'compressive strength', 'tensile strength', 'naphthalene-based superplasticizer', 'superplasticizer', 'mixing time', 'mixing temperature', 'cement content']"
W2078279506,"['fracture toughness testing', 'micro-sized intermetallic compound specimen', 'micro-sized fracture toughness testing', 'fracture properties', 'fully lamellar ti-46al-5nb-1w alloy', 'lamellar alloy', 'focused ion beam machining', 'focused ion beam', 'machining', 'mechanical testing machine', 'micro-sized specimen', 'mechanical testing', 'fracture surface observation', 'local lamellar orientation', 'notch', 'fracture toughness', 'extrinsic toughening mechanism', 'micrometer scale fracture mechanism']"
W2079490151,"['rubber particle size', 'impact tensile fracture behavior', 'fracture behavior', 'mbs resin', 'single-edge-cracked specimen', 'cracked specimen', 'piezo sensor', 'high-speed extensometer', 'load and displacement diagram', 'dynamic load', 'displacement', 'piezo sensor', 'high-speed extensometer', 'load and displacement', 'elastic energy', 'fracture energy', 'energy release rate', 'energy', 'crack velocity', 'particle size', 'impact fracture behavior', 'mbs resin']"
W2080318570,"['asymmetric rolling process simulation', 'asymmetric rolling', 'rolling process', 'dynamic explicit crystallographic homogenized elasto/viscoplastic finite element method', 'finite element method', 'crystallographic homogenized elasto/viscoplastic', 'elasto/viscoplastic', 'simulation', 'micro-crystal structure', 'texture', 'mechanical property', 'formability', 'aluminum alloy sheet', 'controlled micro-crystal structure', 'micro-crystal', 'texture evolution', 'asymmetrically rolled sheet metal', 'crystallographic homogenized elasto/viscoplastic finite element', 'finite element', 'texture evolution simulation', 'plastic induced texture evolution', 'multi-scale finite element code', 'fem', 'plastic induced texture evolution simulation']"
W2081122535,"['extended bayesian inference method', 'bayesian inference method', 'pipe failure probability', 'corrosion rate fluctuation model', 'corrosion rate', 'fluctuation model', 'maintenance expert', 'pipe inspection interval', 'pipe integrity', 'failure probability', 'linear-bayes method', 'linear-bayes', 'flow accelerated corrosion', 'fac', 'residual life', 'safety margin', 'online monitoring', 'environmental monitoring', 'corrosion rate fluctuation', 'wall-thinning model', 'wall-thinning', 'extension approach', 'correction-term approach', 'error-term approach', 'evaluation', 'artificial inspection record', 'actual inspection record']"
W2081242937,"['dosage pigment', 'pigment dosage', 'surface color concrete', 'concrete', 'colorless monotony', 'monotony', 'harmonizing concrete landscape', 'coloring concrete', 'concrete pigment', 'iron oxide pigment', 'chrome oxide pigment', 'titanium oxide pigment', 'carbon black pigment', 'lightness estimation', 'color shade estimation', 'portland cement concrete', 'high volume blast furnace slag cement concrete', 'blast furnace slag cement', 'cement']"
W2082616470,"['real-time cure monitoring', 'real-time health monitoring', 'curing monitoring', 'health monitoring', 'fwrfp', 'built-in fbg sensors', 'fbg sensors', 'filament winding', 'glass/epoxy pipes', 'pipes', 'fiber optic sensors', 'sensors', 'helical winding method', 'parallel winding method', 'internal strain monitoring', 'cure monitoring', 'fatigue test', 'strain gauge', 'young's modulus', 'fatigue crack', 'spectral shape', 'damage evaluation', 'damage assessment']"
W2083388945,"['buckling strength', 'cross-ply laminated plate', 'laminated plate', 'simply supported cross-ply laminated plate', 'simply supported plate', 'biaxial compression', 'post-buckling behavior', 'post-buckling stability', 'total potential energy', 'second variation', 'secondary buckling', 'carbon-epoxy composite square plate', 'carbon-epoxy composite', 'square plate', 'average axial strain', 'post-buckling deflection', 'biaxial compressive ratio']"
