id,concepts
W4309617879,"['vertical comb-drive microactuator', 'microactuator', 'extended mirror', 'light manipulation', 'light', 'micro-opto-electro-mechanical system', 'micro-opto-electronic system', 'opto-electronic system', 'opto-electronic', 'dynamic performance', 'finite element method', 'comsol multiphysics', 'finite element', 'pressure', 'ambient pressure', 'vacuum', 'micromirror', 'laser', 'biomedical application', 'synchrotron radiation source', 'parametric study', 'von-mises stress theory', 'von-mises', 'shear stress theory']"
W4309621183,"['field emission', 'vacuum breakdown', 'nanoscale gap', 'gap', 'breakdown', 'electron emission', 'nanoscale device', 'device size', 'breakdown mechanism', 'electron emission mechanism', 'current-voltage curve', 'electrode', 'emitter width', 'vacuum', 'breakdown voltage', 'electron emission behavior', 'nexus theory', 'space-charge limited current', 'limited current', 'fowler-nordheim regime', 'fowler-nordheim', 'electrode damage', 'emission current-induced heating', 'heating', 'flattening current-voltage curve']"
W4311058616,"['pneumatic controlled nanosieve', 'nanosieve', 'capture and release of nanoparticles', 'nanoparticles', 'quantum dots', 'quantum dot', 'glass channel', 'polydimethylsiloxane-based pneumatic pressure layer', 'pneumatic pressure layer', 'fluid motion', 'computational fluid dynamic', 'microfluidic experiment', 'target capture', 'flow rate', 'microgroove', 'nanoparticle cluster', 'rapid capture and release of biomolecules']"
W4311167003,"['long stitch-free slot waveguide', 'stitch-free slot waveguide', 'slot waveguide', 's-bend tapered coupler', 'tapered coupler', 'ir-sensing application', 'electron beam lithography', 'lithography', 'fixed beam moving stage electron beam lithography', 'electron beam lithography', 'fbms', 'electron beam', 'waveguide', 's-bend', 'coupler']"
W4311225534,"['work function interpolation system', 'work function', 'cold-field emitter', 'electron emission current density', 'hemispherical cold-field emitter', 'emitter', 'polygonal tile model', 'tile model', 'normals', 'wungsten', 'crystalllographic work function', 'work function interpolation']"
W4311312975,"['high sensitivity cip2a detection', 'high sensitivity detection', 'oral cancer', 'transistor-based biosensor module', 'biosensor module', 'oral squamous cell carcinoma', 'lip cancer', 'oral cavity cancer', 'survival rate', 'point of care detection', 'transistor-based technology', 'biological sensor', 'transistor gate voltage', 'load resistance', 'sensing setup', 'protein detection', 'hela cell lysate detection', 'cell lysate detection', 'serial dilution', 'time-saving detection', 'clinical diagnosis']"
W4311355829,"['dose optimization', 'ru atomic layer deposition', 'ru', 'low resistivity film', 'resistivity', 'low resistivity', 'rutheium', 'alternative interconnect layer', 'sub-20-nm feature', 'sub-20-nm', 'wire resistivity', 'porous low-k dielectric', 'dielectric', 'selective deposition', 'bottom-up fill', 'via', 'dicarbonyl-bis5-methyl-2, 4-hexanediketonato precursor', 'ruihd', 'carbonyl', 'bis5-methyl-2, 4-hexanediketonato', 'ru2+ precursor', 'resistivity values', 'bulk ru', 'selective deposition', 'coreactant', 'film growth rate', 'film growth', 'nucleation delay', 'nucleation', 'bisn,n-dimethylaminodimethylsilane', 'bisn,n-dimethylaminodimethylsilane passivation', 'passivation', 'hydrofluoric acid-cleaned silicon oxide', 'hydrofluoric acid-cleaned oxide', 'silicon oxide', 'oxide', 'density functional theory calculation', 'carbonyl group', 'butadiene ligand', 'butadiene', 'carbonyl ru', 'atomic layer deposition']"
W4311405619,"['transmission conductance', 'cylindrical tube', 'wall pumping', 'transmission conductance concept', 'geometric conductance', 'gas flow decreasing', 'particle balance equation', 'monte carlo simulation', 'sticking coefficient', 'cosine law', 'finite element analysis', 'conductance of tube', 'beaming effect', 'non-evaporable getter coated tube', 'cryogenic water pump', 'adsorbing wall', 'windowless vacuum coupling', 'distributed pumping system', 'light source system']"
W4311735231,"['fabrication', 'direct current analysis', 'cryogenic analysis', 'sulfur hexafluoride-treated algn/gns schottky barrier diode', 'schottky barrier diode', 'fluorine implantation', 'algn/gns heterostructure', 'heterostructure', 'ideality factor', 'on-voltage threshold', 'sf6 plasma anode pretreatment', 'plasma anode pretreatment', 'low-temperature annealing', 'annealing', 'cryogenic temperature measurement', 'conduction mechanism', 'dc performance', 'field-enhanced thermionic emission', 'thermionic emission', 'tunneling reverse current leakage', 'reverse current leakage', 'plasma-induced damage', 'damage recovery']"
W4311897187,"['1d selective emitter', 'thermophotovoltaic application', 'mid-infrared', 'subwavelength structure', 'metamaterial', 'optical property', 'emitter radiation spectrum', 'photon flux', 'emitter size', 'one-dimensional layer', 'silicon', 'chromium', 'emissivity spectrum', 'emission peak', 'mid-infrared emission', 'si thickness']"
