id,concepts
W4229023228,"['three-dimensional printed mos2/graphene aerogel electrode', 'three-dimensional printed electrode', 'mos2/graphene aerogel', 'aerogel', 'hydrogen evolution reaction', 'hydrogen evolution', 'electrochemical application', 'hybrid mos2/graphene', 'ink', 'thixotropic ink', 'high concentration ink', 'viscous ink', 'porous 3d structure', '2d graphene sheets', 'mos2 particle', 'post treatment', 'freeze-drying', 'reducing graphene oxide', 'graphene oxide', 'x-ray photoelectron spectroscopy', 'x-ray', 'photoelectron spectroscopy', 'spectroscopy', 'bet', 'scanning electron microscopy', 'electron microscopy', 'microscopy', 'catalytic electrode', 'electrochemical application', 'acidic media', 'catalytic activity', 'acidic', 'electrolyte dispersion', 'electronic conductivity', 'multidimensional electron transport channel', 'multidimensional', 'electron transport channel']"
W4283373301,"['ultrasensitive boron-nitrogen-codoped cvd graphene-derived no2 gas sensor', 'graphene', 'cvd', 'boron-nitrogen-codoped', 'codoped', 'heteroatom doping', 'honeycomb lattice', 'lightweight atomic thin-layer derived portable devices', 'lightweight devices', 'gas sensors', 'hexagonal honeycomb lattice', 'boron doping', 'nitrogen doping', 'codoping', 'gas sensing properties', 'no2 gas sensing', 'nitrogen dioxide gas sensing', 'gas sensing', 'raman spectroscopy', 'x-ray photoelectron spectroscopy', 'x-ray', 'fesem characterization', 'graphene nanosheets', 'nitrogen doping in graphene', 'boron doping in graphene', 'codoping in graphene', 'gas sensing device', 'silicon substrate', 'gold electrode', 'no2 gas sensing mechanism', 'density functional theory', 'dft calculation', 'adsorbed gas molecule', 'gas adsorption', 'graphene-based gas sensor', 'no2 gas sensor', 'ultrasensitive gas sensor']"
W3174312443,"['nh42agx3', 'silver halide', 'white light emission', 'improved stability', 'ternary copper halide', 'copper halide', 'light emission application', 'photoluminescence', 'pl properties', 'cu1+ halide', 'hydrothermal synthesis', 'characterization', 'nh42agx3', 'light emission property', 'whitish light emission', 'room temperature', 'pl maximum', 'full width at half-maximum', 'half-maximum', 'self-trapped exciton', 'defect-bound exciton', 'air and moisture stability', 'air stability', 'moisture stability', 'degradation via oxidation']"
W3187783830,"['computational reverse-engineering analysis', 'reverse-engineering analysis', 'scattering experiment', 'assembled binary mixture', 'binary mixture', 'nanoparticle', 'supraparticle', 'dilute solution', 'nanoparticle mixture', 'computational approach', 'genetic algorithm', 'genetic', 'nanoparticle mixing', 'nanoparticle segregation', 'scattering intensity profile', 'molecular simulation', 'close-packed structure', 'in-silico scattering intensity profile', 'scattering intensity', 'spherical supraparticle', 'cubic supraparticle', 'chemistry', 'dispersity', 'wavevector q range', 'radial distribution function', 'segementation', 'mixing']"
W3192259781,"['titanium dioxide', 'black titanium dioxide', 'surface science', 'in-situ electrochemical method', 'electrochemical method', 'light absorber', 'electron-transporting material', 'catalyst', 'energy application', 'environmental application', 'heat treatment in hydrogen atmosphere', 'hydrogen atmosphere', 'visible light absorption', 'trap state', 'photoelectrochemical property', 'electrocatalytic property', 'charge storage property', 'charge storage', 'photocurrent', 'ec catalytic property', 'charge storage property', 'li-ion intercalation', 'intercalation', 'two-step process', 'small cation', 'bulky cation', 'electrolyte', 'li+', 'bu4n+']"
W3206088323,"['carbon nanotube', 'ptsn nanoparticle', 'enhanced complete biocatalytic oxidation', 'biocatalytic oxidation', 'ethylene glycol', 'biofuel cell', 'hybrid catalytic system', 'metallic ptsn nanoparticles', 'nanoparticle', 'multiwalled carbon nanotube', 'carbon nanotube', 'microwave-assisted method', 'electrooxidation', 'ethylene glycol oxidation', 'oxalate oxidase', 'oxalate oxidation', 'complete ethylene glycol oxidation', 'hybrid system', 'catalytic activity', 'glyoxilic acid', 'cc bond', 'formic acid', 'electrolysis', 'charge increase', 'chromatographic result', 'chromatographic', 'enhanced charge increase', 'enhanced charge', 'metallic nanoparticle', 'enzymatic pathway', 'bioelectrochemistry', 'bioelectrical cell', 'biocell']"
W3207239650,"['self-repairing superomniphobic surface', 'superomniphobic surface', 'hierarchical topography', 'regeneration of hierarchical topography', 'low-surface-energy material', 'silica nanoparticle', 'cross-linked hydroxypropyl cellulose', 'hydroxypropyl cellulose', 'perfluorosilane', 'physical damage repair', 'superomniphobic wettability', 'superomniphobic', 'mathematical model', 'viscous flow', 'hydrogen bond', 'droplet pinning', 'droplet rolling']"
W4200258711,"['incorporation', 'polymer-grafted cellulose nanocrystal', 'polymer-grafted', 'cellulose nanocrystal', 'pressure-sensitive adhesive', 'adhesive', 'water-based adhesive', 'renewable additive', 'additive', 'compatibility', 'adhesive performance', 'surface-initiated atom-transfer radical polymerization', 'radical polymerization', 'cellulose nanocrystal', 'pressure-sensitive adhesive', 'adhesive', 'water-based adhesive', 'renewable additive', 'additive', 'compatibility', 'adhesive performance', 'electron microscopy', 'microscopy', 'viscosity', 'seeded semibatch emulsion polymerization', 'semibatch emulsion polymerization', 'emulsion polymerization', 'batch polymerization', 'cellulose nanocrystal', 'pressure-sensitive adhesive', 'adhesive', 'water-based adhesive', 'renewable additive', 'additive', 'compatibility', 'adhesive performance', 'glass transition temperature', 'wettability', 'polymer graft', 'pressure-sensitive adhesive film', 'shear strength', 'renewable adhesive']"
W4210329699,"['microfluidic production', 'monodisperse biopolymer microcapsule', 'biopolymer microcapsule', 'latent heat storage', 'phase change material', 'polymer shell', 'leakage', 'powder state', 'microencapsulation process', 'polymerization', 'evaporation', 'solvent', 'flow process', 'droplet formation', 'rapid solvent removal', 'solvent diffusion', 'diameter', 'shell thickness', 'n-hexadecane', 'hexadecanol', 'nucleation agent', 'supercooling phenomenon', 'crystallization', 'cross-linking', 'ca shell', 'polypropylene glycol', 'tolylene 2,4-diisocyanate', 'heat storage', 'encapsulation efficiency', 'latent heat storage capacity', 'supercooling', 'microflow process']"
W4284977659,"['controlled growth', 'transition metal dichalcogenide', 'chemical vapor deposition', 'cvd', 'integrated electronics', 'field-effect transistors', 'photodetectors', 'light-emitting diodes', 'light-emitting', 'diodes', '2d materials', 'large-area 2d', 'mass production', 'nucleation', 'orientation', 'cvd strategy', 'surface patterning', 'metal precursor patterning', 'postgrowth sulfurization/selenization/tellurization', 'wafer-scale single crystal', 'vertical heterostructure', 'lateral heterostructure', 'patterned structure', 'array']"
